timestamp,hobbs_start,hobbs_end,tach_start,tach_end,route,duration,oil_pressure_min,oil_pressure_max,oil_temp_max,cht_max,egt_max,fuel_used_gal,cycles,pilot_notes,tail,flight_index
2025-08-15 21:16:05,5103.0,5103.7,4694.8,4695.5,KPHX-local,0.71,57.4,72.3,205.7,354.6,1407.8,5.69,1,,N2251K,17
2025-09-07 13:23:10,5103.7,5104.8,4695.4,4696.4,KPHX-KPRC,1.09,67.9,83.1,179.3,383.2,1260.8,8.78,1,,N2251K,18
2025-09-14 20:06:26,5104.8,5105.6,4696.4,4697.1,KPHX-local,0.75,72.4,76.0,181.2,350.7,1393.1,4.3,1,,N2251K,19
2025-09-15 17:17:20,5105.6,5106.4,4697.2,4697.9,KPHX-KSDL,0.8,61.0,84.1,185.5,389.3,1416.8,5.91,1,"Pattern work, 6 T&Gs.",N2251K,20
2025-09-25 16:17:37,5106.4,5107.5,4697.9,4698.9,KPHX-KFLG,1.12,59.8,67.5,211.6,387.8,1373.6,9.15,1,,N2251K,21
2025-10-02 08:24:04,5107.5,5108.1,4698.9,4699.5,KPHX-local,0.61,65.0,73.6,193.6,377.3,1416.0,2.84,1,"Smooth flight, all instruments normal.",N2251K,22
2025-10-08 15:15:54,5108.1,5108.6,4699.5,4700.0,KPHX-local,0.54,65.6,67.8,199.0,346.1,1335.1,4.02,1,,N2251K,23
2025-10-11 19:11:46,5108.6,5109.2,4699.9,4700.5,KPHX-local,0.63,66.9,73.4,186.5,341.8,1353.9,2.97,1,,N2251K,24
2025-10-26 05:28:11,5109.2,5109.8,4700.5,4701.0,KPHX-KSDL,0.55,62.9,82.9,205.1,376.2,1418.6,2.52,1,,N2251K,25
2025-11-02 23:10:03,5109.8,5110.5,4701.0,4701.6,KPHX-local,0.7,66.7,81.8,205.0,390.5,1323.2,3.31,1,,N2251K,26
2025-11-03 16:42:53,5110.5,5111.3,4701.7,4702.4,KPHX-local,0.78,66.2,77.2,195.2,390.8,1301.9,6.54,1,,N2251K,27
2025-11-04 06:08:40,5111.3,5112.2,4702.4,4703.2,KPHX-KPRC,0.88,72.8,78.2,202.7,388.4,1261.0,5.55,1,,N2251K,28
2025-11-07 11:56:40,5112.2,5112.8,4703.2,4703.8,KPHX-local,0.63,66.6,75.8,205.9,355.6,1275.5,3.65,1,,N2251K,29
2025-11-15 03:01:41,5112.8,5113.5,4703.8,4704.4,KPHX-local,0.66,64.6,73.7,186.2,378.6,1397.1,4.51,1,,N2251K,30
2025-11-24 15:12:10,5113.5,5114.1,4704.4,4705.0,KPHX-local,0.64,66.0,66.5,176.7,385.0,1330.6,4.18,1,,N2251K,31
2025-12-01 02:43:30,5114.1,5114.9,4705.0,4705.7,KPHX-local,0.77,70.5,78.5,181.3,398.9,1311.1,4.66,1,,N2251K,32
2025-12-08 04:14:02,5114.9,5115.8,4705.7,4706.5,KPHX-KPRC,0.9,66.3,72.1,213.4,376.2,1398.5,5.82,1,,N2251K,33
2025-12-08 12:05:38,5115.8,5116.3,4706.5,4707.0,KPHX-KSDL,0.5,71.0,72.9,183.1,363.1,1254.0,2.27,1,,N2251K,34
2025-12-09 08:01:55,5116.3,5117.0,4707.0,4707.7,KPHX-local,0.74,64.8,82.4,212.3,341.8,1275.5,5.18,1,,N2251K,35
2025-12-12 22:41:07,5117.0,5117.5,4707.6,4708.1,KPHX-local,0.51,61.2,79.9,185.4,360.4,1331.3,4.17,1,,N2251K,36
2025-12-13 00:25:21,5117.5,5119.1,4708.1,4709.6,KPHX-KFLG,1.62,56.3,83.8,201.0,373.8,1358.7,10.67,1,,N2251K,37
2025-12-20 19:22:44,5119.1,5119.6,4709.6,4710.1,KPHX-local,0.54,70.1,71.8,191.2,354.1,1316.1,2.98,1,"Pattern work, 6 T&Gs.",N2251K,38
2025-12-31 17:29:58,5119.6,5120.5,4710.0,4710.8,KPHX-local,0.85,71.8,78.5,198.2,392.5,1334.5,5.99,1,,N2251K,39
2026-01-02 09:24:06,5120.5,5121.1,4710.9,4711.4,KPHX-local,0.59,63.1,71.2,199.1,388.1,1335.6,3.64,1,,N2251K,40
2026-01-11 15:07:35,5121.1,5121.7,4711.4,4712.0,KPHX-local,0.61,70.4,71.7,193.8,354.8,1271.8,4.87,1,,N2251K,41
2026-01-22 19:07:50,5121.7,5122.2,4712.0,4712.5,KPHX-KSDL,0.5,69.0,83.0,184.0,380.6,1376.3,4.0,1,,N2251K,42
2026-01-27 17:44:43,5122.2,5123.2,4712.4,4713.4,KPHX-KPRC,1.04,64.6,84.2,186.6,394.2,1305.3,7.9,1,,N2251K,43
2026-01-29 17:48:39,5123.2,5123.7,4713.3,4713.8,KPHX-local,0.52,71.4,71.5,189.1,364.4,1364.4,3.55,1,,N2251K,44
2026-02-01 02:55:02,5123.7,5124.3,4713.8,4714.4,KPHX-local,0.61,69.0,82.5,210.7,344.8,1387.6,4.45,1,,N2251K,45
2026-02-02 04:41:20,5124.3,5125.3,4714.4,4715.3,KPHX-local,0.96,63.6,79.0,198.6,391.1,1381.6,5.23,1,,N2251K,46
2026-02-04 01:55:35,5125.3,5126.0,4715.3,4715.9,KPHX-KSDL,0.67,65.6,72.0,201.0,341.4,1266.3,3.28,1,,N2251K,47
2026-02-05 15:36:23,5126.0,5126.5,4715.9,4716.4,KPHX-local,0.52,65.3,74.4,203.1,378.9,1330.1,3.45,1,,N2251K,48
2026-02-09 05:57:55,5126.5,5127.2,4716.4,4717.0,KPHX-local,0.69,64.8,65.4,182.3,394.0,1270.5,3.68,1,,N2251K,49
2026-02-24 20:50:37,5127.2,5128.2,4717.0,4717.9,KPHX-local,0.97,69.9,78.5,194.5,379.6,1371.4,7.77,1,,N2251K,50
2026-02-25 15:54:15,5128.2,5128.9,4717.9,4718.6,KPHX-local,0.75,56.3,67.7,202.8,350.1,1405.6,4.53,1,,N2251K,51
2026-03-08 08:17:59,5128.9,5209.9,4718.6,4793.1,KPHX-local,80.99,55.1,71.7,208.2,350.7,1277.2,6.68,1,,N2251K,52
